Entry,Catalyst,SMILES,Activity (g/gCr h),Productivity (g/gCr h),TOF,SC6 (wt%),S1-C6 (wt%),SC8 (wt%),S1-C8 (wt%),1-C6 in C6 (%),1-C8 in C8 (%),"Sα (1-C6 + 1-C8, wt%)",Solids (wt%),Temperature (℃),Pressure,Cr(III),Cr source,Ligand,Solvent,Solvent (ml),Activator,Activator (eq),Time (min),PE (wt%),DOI
,,CC(C)(C)/N=C/C1=CC=CC=C1SC1=CC=CC=C1,,,14900mol (ethylene) (mol Cr)-1 h-1,20.8,,17.8,,,,,,80,20bar,10,CrCl3(THF)3,1,toluene,40,TMA/MAO,900,15,,10.1039/d0nj04642f
,,CC(C)(C)/N=C/C1=CC=CC=C1SC1=CC=CC=C1,,,26000mol (ethylene) (mol Cr)-1 h-1,11.7,,13.6,,,,,,80,20bar,10,CrCl3(THF)3,1,toluene,40,TIBA/MAO,900,15,,10.1039/d0nj04642f
,,CC(C)(C)/N=C/C1=CC=CC=C1SC1=CC=CC=C1,,,28100mol (ethylene) (mol Cr)-1 h-1,20.7,,18.2,,,,,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,,10.1039/d0nj04642f
,,CC(C)(C)/N=C/C1=CC=CC=C1SC1=CC=CC=C1,,,10900mol (ethylene) (mol Cr)-1 h-1,19.7,,18.2,,,,,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,,10.1039/d0nj04642f
,,CC(C)(C)/N=C/C1=CC=CC=C1SC1=CC=CC=C1,,,1100mol (ethylene) (mol Cr)-1 h-1,28,,18,,,,,,60,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,,10.1039/d0nj04642f
,,CC(C)(C)/N=C/C1=CC=CC=C1SC1=CC=CC=C1,,,11000mol (ethylene) (mol Cr)-1 h-1,18.3,,17.3,,,,,,100,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,,10.1039/d0nj04642f
b,,COC1=CC=C(/N=C/C2=CC=CC=C2SC2=CC=CC=C2)C=C1,,,26600mol (ethylene) (mol Cr)-1 h-1,19.5,,17.3,,,,,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,,10.1039/d0nj04642f
c,,COC1=CC=C(/N=C/C2=CC=CC=C2SC2=CC=CC=C2)C=C1,,,3400mol (ethylene) (mol Cr)-1 h-1,21.3,,18.9,,,,,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,,10.1039/d0nj04642f
d,,CC(C)(C)SC1=CC=CC=C1/C=N/C1=CC=CC=C1,,,9600mol (ethylene) (mol Cr)-1 h-1,20.8,,18.3,,,,,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,,10.1039/d0nj04642f
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,11019,,,18.4,,,,,,,,20,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1000,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,15019,,,20.3,,,,,,,,20,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1200,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,19615,,,22.1,,,,,,,,20,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,15673,,,18.1,,,,,,,,20,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1800,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,26730,,,38.2,,,,,,,,40,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,32884,,,34.4,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,20961,,,37.1,,,,,,,,80,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,44423,,,30.3,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,15,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,24615,,,31.9,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,60,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,17076,,,26.8,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,90,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,52500,,,38.9,,,,,,,,20,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,100962,,,35.1,,,,,,,,40,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,141538,,,32.8,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C6,,CC(C)C1=CC2=C(C=C1)OC(C1=NC3=C4N=CC=CC4=CC=C3C=C1)=N2,36346,,,29.2,,,,,,,,80,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C1,,C1=CC2=CC=C3C=CC(C4=NC5=C(C=CC=C5)N4)=NC3=C2N=C1,19423,,,33.5,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C1,,C1=CC2=CC=C3C=CC(C4=NC5=C(C=CC=C5)N4)=NC3=C2N=C1,29615,,,31.5,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C2,,CN1C(C2=NC3=C4N=CC=CC4=CC=C3C=C2)=NC2=C1C=CC=C2,13654,,,29.9,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C2,,CN1C(C2=NC3=C4N=CC=CC4=CC=C3C=C2)=NC2=C1C=CC=C2,22692,,,29.9,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C3,,C1=CC=C(C2=NC3=C4N=C(C5=NC6=C(C=CC=C6)N5)C=CC4=CC=C3C=C2)C=C1,3135,,,26.9,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C3,,C1=CC=C(C2=NC3=C4N=C(C5=NC6=C(C=CC=C6)N5)C=CC4=CC=C3C=C2)C=C1,4962,,,22.9,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C4,,CN1C(C2=NC3=C4N=C(C5=CC=CC=C5)C=CC4=CC=C3C=C2)=NC2=C1C=CC=C2,2346,,,22.5,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C4,,CN1C(C2=NC3=C4N=C(C5=CC=CC=C5)C=CC4=CC=C3C=C2)=NC2=C1C=CC=C2,4058,,,21.2,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C5,,C1=CC2=CC=C3C=CC(C4=NC5=C(C=CC=C5)O4)=NC3=C2N=C1,36538,,,34.1,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C5,,C1=CC2=CC=C3C=CC(C4=NC5=C(C=CC=C5)O4)=NC3=C2N=C1,27885,,,32.1,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C7,,C1=CC=C(C2=NC3=C4N=C(C5=NC6=C(C=CC=C6)O5)C=CC4=CC=C3C=C2)C=C1,4192,,,24.3,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C7,,C1=CC=C(C2=NC3=C4N=C(C5=NC6=C(C=CC=C6)O5)C=CC4=CC=C3C=C2)C=C1,7269,,,20.1,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C8,,CC1=CC2=C(C=C1)OC(C1=NC3=C4N=C(C5=CC=CC=C5)C=CC4=CC=C3C=C1)=N2,5615,,,25.2,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C8,,CC1=CC2=C(C=C1)OC(C1=NC3=C4N=C(C5=CC=CC=C5)C=CC4=CC=C3C=C1)=N2,10231,,,23.9,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C9,,C1=CC2=CC=C3C=CC(C4=NC5=C(C=CC=C5)S4)=NC3=C2N=C1,8057,,,33,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
c9,,C1=CC2=CC=C3C=CC(C4=NC5=C(C=CC=C5)S4)=NC3=C2N=C1,25192,,,31,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C10,,C1=CC=C(C2=NC3=C4N=C(C5=NC6=C(C=CC=C6)S5)C=CC4=CC=C3C=C2)C=C1,3423,,,23.1,,,,,,,,60,1atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
C10,,C1=CC=C(C2=NC3=C4N=C(C5=NC6=C(C=CC=C6)S5)C=CC4=CC=C3C=C2)C=C1,4019,,,19.8,,,,,,,,60,10atm,5,CrCl3(THF)3,1,toluene,100,MMAO,1500,30,,10.1039/b902361e
1,,COC1=CC=CC=C1P(C1=C(OC)C=CC=C1)N(C)P(C1=CC=CC=C1OC)C1=C(OC)C=CC=C1,25000,,,91,,7,,>99,>99,,,65,30bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
1,,COC1=CC=CC=C1P(C1=C(OC)C=CC=C1)N(C)P(C1=CC=CC=C1OC)C1=C(OC)C=CC=C1,159600,,,82,,13,,>99,>99,,,45,45bar,20,CrCl3(THF)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
2,,CCC1=CC=CC(P(C2=CC=CC(OC)=C2)N(C)P(C2=CC=CC(CC)=C2)C2=CC(OC)=CC=C2)=C1,12800,,,30,20.1,33,30.36,67,92,50.46,,65,30bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
2,,CCC1=CC=CC(P(C2=CC=CC(OC)=C2)N(C)P(C2=CC=CC(CC)=C2)C2=CC(OC)=CC=C2)=C1,25400,,,16,8.8,22,19.8,55,90,28.6,,45,45bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
3,,COC1=CC=C(P(C2=CC=C(OC)C=C2)N(C)P(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1,45200,,,26,12.22,50,47,47,94,59.22,,65,30bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
3,,COC1=CC=C(P(C2=CC=C(OC)C=C2)N(C)P(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1,54600,,,17,5.95,38,34.58,35,91,40.53,,45,45bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
4,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,26500,,,25,9.75,59,55.46,39,94,65.21,,65,30bar,33,CrCl3(THF)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
4,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,44000,,,4,0.92,22,20.24,23,92,21.16,,45,45bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
5,,COC1=CC=C(P(C2=CC=C(OC)C=C2)N(C(C)C)P(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1,72300,,,39,34.32,51,50.49,88,99,84.81,,65,30bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
5,,COC1=CC=C(P(C2=CC=C(OC)C=C2)N(C(C)C)P(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1,112700,,,24,17.76,68,67.32,74,99,85.08,,45,45bar,15,CrCl3(THF)3,1.2,toluene,100,MAO,300,30,,10.1039/b412432d
6,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,11700,,,33,28.71,61,,87,>99,,,65,30bar,33,CrCl3(THF)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
6,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,272400,,,17,11.9,68,67.32,70,99,79.22,,45,45bar,22,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
7,,CCC1=CC=CC=C1P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=C(CC)C=CC=C1,154000,,,70,,2,,>99,>99,,,65,30bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
7,,CCC1=CC=CC=C1P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=C(CC)C=CC=C1,45600,,,48,,6,,>99,>99,,,45,45bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
8,,COC1=C(P(C2=CC=CC=C2)N(C(C)C)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,76300,,,74,72.52,6,5.94,98,99,78.46,,65,30bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
8,,COC1=C(P(C2=CC=CC=C2)N(C(C)C)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,243900,,,63,61.74,17,16.66,98,98,78.4,,45,45bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
9,,CCC1=C(P(C2=CC=CC=C2)N(C(C)C)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,15800,,,47,41.83,47,44.18,89,94,86.01,,65,30bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
9,,CCC1=C(P(C2=CC=CC=C2)N(C(C)C)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,159300,,,27,19.44,63,61.74,72,98,81.18,,45,45bar,33,Cr(AcAc)3,2,toluene,100,MAO,300,30,,10.1039/b412432d
1,,C1=CC=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,765900,,16.6,8.9972,61.8,60.0078,54.2,97.1,69,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,12,3.3,10.1016/j.molcata.2007.01.04
2,,CC1=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,,526700,,27.1,15.3386,56.8,55.096,56.6,97,70.3,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,18,4.8,10.1016/j.molcata.2007.01.04
3,,CCC1=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,,562600,,29.4,19.7568,57,55.746,67.2,97.8,75.6,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,18,3,10.1016/j.molcata.2007.01.04
4,,CC(C)C1=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,,159600,,33.4,28.7908,52.9,52.4768,86.2,99.2,81.3,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,45,7.8,10.1016/j.molcata.2007.01.04
5,,CC1=CC=CC(C)=C1N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,,498500,,31,26.474,56.9,56.331,85.4,99,82.8,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,21,3.8,10.1016/j.molcata.2007.01.04
6,,C1=CC=C(CN(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,1065300,,18.8,8.742,63.5,61.722,46.5,97.2,70.5,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,9,1.3,10.1016/j.molcata.2007.01.04
7,,CC(C1=CC=CC=C1)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,,1001600,,27,20.79,64.1,63.5231,77,99.1,84.3,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,8,0.6,10.1016/j.molcata.2007.01.04
8,,C1=CC=C(C(C2=CC=CC=C2)N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,579700,,27.1,23.2247,40.7,40.3337,85.7,99.1,63.6,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,18,25.8,10.1016/j.molcata.2007.01.04
9,,C1=CC=C(CC(C2=CC=CC=C2)N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,556200,,25.5,18.717,63.5,62.8015,73.4,98.9,81.5,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,17,1.7,10.1016/j.molcata.2007.01.04
10,,C1=CC=C(P(C2=CC=CC=C2)N(C2=CC=CC3=C2C=CC=C3)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,516900,,25.5,16.2945,57.9,56.3367,63.9,97.3,72.6,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,17,3.4,10.1016/j.molcata.2007.01.04
11,,C1=CC=C(P(C2=CC=CC=C2)N(CC2=CC3=C(C=CC=C3)C=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,707900,,22.4,13.7984,65,63.96,61.6,98.4,77.8,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,14,1,10.1016/j.molcata.2007.01.04
12,,CC(C1=CC2=C(C=CC=C2)C=C1)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,,1012900,,27.1,22.2491,62.8,62.2976,82.1,99.2,84.5,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,9,0.8,10.1016/j.molcata.2007.01.04
13,,C1=CC=C(P(C2=CC=CC=C2)N(C2CCCC3=C2C=CC=C3)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,145500,,31.4,28.5112,61.8,60.873,90.8,98.5,89.4,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,60,0.8,10.1016/j.molcata.2007.01.04
14,,CC(C)(C)C1=CC=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,1147200,,17.7,9.4695,62.3,60.1818,53.5,96.6,69.7,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,9,1.9,10.1016/j.molcata.2007.01.04
15,,O=NOC1=CC=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,932800,,14.8,7.918,53.3,51.6477,53.5,96.9,59.6,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,13,16.2,10.1016/j.molcata.2007.01.04
16,,COC1=CC=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,385900,,22.1,8.8842,58.2,56.2794,40.2,96.7,65.1,,60,50bar,10,Cr(AcAc)3,1,methylcyclohexane,100,MMAO-3A,480,26,4.6,10.1016/j.molcata.2007.01.04
以下为中文文献,,COC1=CC=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.molcata.2007.01.04
,,COC1=CC=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.molcata.2007.01.04
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,3077,,,,52.23,,0,,,,,40,4MPa,3,Cr(AcAc)3,1,toluene,,TMA,300,30,,10.19500/j.cnki.0367-6358.2014.03.010
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2500,,,,26.69,,1.52,,,,,40,4MPa,3,Cr(AcAc)3,1,toluene,,TEA,300,30,,10.19500/j.cnki.0367-6358.2014.03.010
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,11538,,,,9.31,,1.88,,,,,40,4MPa,3,Cr(AcAc)3,1,toluene,,TIBA,300,30,,10.19500/j.cnki.0367-6358.2014.03.010
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,50385,,,,18.53,,70.14,,,,,40,4MPa,3,Cr(AcAc)3,1,toluene,,MMAO,300,30,,10.19500/j.cnki.0367-6358.2014.03.010
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,23461,,,,41.88,,46.33,,,,,40,4MPa,3,Cr(AcAc)3,1,toluene,,EAO,300,30,,10.19500/j.cnki.0367-6358.2014.03.010
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,394441,,,29.08,26.4,57.67,57.33,,,83.73,,45,3MPa,40,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.35,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,383459,,,30.94,28.38,57.8,57.52,,,85.9,,45,3MPa,45,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.83,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,386711,,,31.01,28.58,56.14,55.84,,,84.42,,45,3MPa,50,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.4,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,379792,,,30.21,27.76,57.99,57.17,,,84.93,,45,3MPa,55,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.52,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,302614,,,29.86,27.12,57.95,57.65,,,84.77,,45,3MPa,60,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.38,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,259953,,,30.17,27.54,56.95,56.63,,,84.17,,45,3MPa,70,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.42,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,176638,,,33.64,31.18,52.52,52.08,,,83.26,,45,2MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,1.33,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,290748,,,31.98,29.45,55.36,55.04,,,84.49,,45,2.5MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.66,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,386711,,,31.01,28.58,56.14,55.84,,,84.42,,45,3MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.4,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,465848,,,27.89,25.07,60.01,59.72,,,84.79,,45,3.5MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.44,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,200783,,,21.8,18.46,65.44,65.01,,,83.47,,30,3MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,1.24,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,270911,,,23.3,20.4,63.95,63.61,,,84.01,,35,3MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.5,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,345271,,,27.74,24.91,60.06,59.75,,,84.66,,40,3MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.49,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,386711,,,31.01,28.58,56.14,55.84,,,84.42,,45,3MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.4,SUN:HCSZ.0.2018-05-002
,,CC(C)(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,395058,,,33.34,31.23,53.19,52.93,,,84.16,,50,3MPa,5,Cr(AcAc)3,1.2,methylcyclohexane,100,MAO,500,30,0.45,SUN:HCSZ.0.2018-05-002
