Entry,Catalyst,SMILES,Activity (g/gCr h),Productivity (g/gCr h),TOF,SC6 (wt%),S1-C6 (wt%),SC8 (wt%),S1-C8 (wt%),1-C6 in C6 (%),1-C8 in C8 (%),"Sα (1-C6 + 1-C8, wt%)",Solids (wt%),Temperature (℃),Pressure,Cr(III),Cr source,Ligand,Solvent,Solvent (ml),Activator,Activator (eq),Time (min),PE (wt%),DOI
,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,216600,,,,40.4,,41.7,84.8,98.4,,,40,35bar,3.5,Cr(AcAc)3,2,chlorobenzene,25,MMAO-3A,400,30,6.6,10.1039/c5dt00801h
,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,316700,,,,45.7,,39.4,91.3,99.1,,,40,35bar,3.5,Cr(AcAc)3,2,chlorobenzene,25,MMAO-3A,800,30,3.2,10.1039/c5dt00801h
1,,[H]N(C(C)C)P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=CC=CC=C1,19970,,,95.1,95.0049,3.4,0.1156,99.9,3.4,95.1205,,50,30bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,1,10.1039/c5dt00801h
,,[H]N(C(C)C)P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=CC=CC=C1,22270,,,95.4,95.3046,3.3,0.1815,99.9,5.5,95.4861,,50,45bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,0.9,10.1039/c5dt00801h
,,[H]N(C(C)C)P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=CC=CC=C1,24150,,,94.6,94.5054,3.3,0.1848,99.9,5.6,94.6902,,50,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,1.6,10.1039/c5dt00801h
,,[H]N(C(C)C)P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=CC=CC=C1,44380,,,95.6,95.5044,2.6,0.13,99.9,5,95.6344,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,1.3,10.1039/c5dt00801h
,,[H]N(C(C)C)P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=CC=CC=C1,50260,,,95.4,95.3046,2.7,0.1242,99.9,4.6,95.4288,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,15,30,1.5,10.1039/c5dt00801h
,,[H]N(C(C)C)P(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=CC=CC=C1,44380,,,95.6,95.5044,2.6,0.13,99.9,5,95.6344,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,1.3,10.1039/c5dt00801h
2,,[H]N(C1=NC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,7630,,,1.5,1.4205,2,0.696,94.7,34.8,2.1165,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,85.7,10.1039/c5dt00801h
2,,[H]N(C1=NC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,14320,,,7.6,4.6056,13.2,11.484,60.6,87,16.0896,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,52.4,10.1039/c5dt00801h
3,,C1=CC=C(P(NP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,2760,,,9.3,8.2026,8.2,4.3706,88.2,53.3,12.5732,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,64.9,10.1039/c5dt00801h
3,,C1=CC=C(P(NP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,4550,,,1.6,1.112,1.7,1.2903,69.5,75.9,2.4023,,40,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,93.1,10.1039/c5dt00801h
3,,C1=CC=C(P(NP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,3710,,,12.9,11.9712,6.9,2.8635,92.8,41.5,14.8347,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,300,30,56.9,10.1039/c5dt00801h
4,,CNN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,5970,,,3.5,3.213,8.7,8.004,91.8,92,11.217,,40,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,83.5,10.1039/c5dt00801h
,,CNN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,4590,,,11.1,10.0344,17.6,15.0832,90.4,85.7,25.1176,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,62.7,10.1039/c5dt00801h
,,CNN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,4057,,,14.6,13.2422,15.9,12.1476,90.7,76.4,25.3898,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,46.9,10.1039/c5dt00801h
,,CNN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,4380,,,8.3,7.719,10.9,8.6546,93,79.4,16.3736,,75,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,300,30,52.8,10.1039/c5dt00801h
4,,CNN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,4590,,,11.1,10.0344,17.6,15.0832,90.4,85.7,25.1176,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,62.7,10.1039/c5dt00801h
4,,CNN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,38260,,,12.1,7.5504,62.6,60.3464,62.4,96.4,67.8968,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,6,10.1039/c5dt00801h
5,,C1=CC=C(P(C2=CC=CC=C2)N(NC2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,2455,,,18.7,17.4284,12.9,8.6559,93.2,67.1,26.0843,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,47.3,10.1039/c5dt00801h
5,,C1=CC=C(P(C2=CC=CC=C2)N(NC2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,17370,,,11.5,7.452,46.2,44.5368,64.8,96.4,51.9888,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,28.8,10.1039/c5dt00801h
6,,CC(C)NN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2310,,,18.6,18.3024,12.2,7.3566,98.4,60.3,25.659,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,50,10.1039/c5dt00801h
6,,CC(C)NN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,20050,,,13,8.788,52.4,50.6184,67.6,96.6,59.4064,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,21.1,10.1039/c5dt00801h
7,,CC(C)(C)NN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2180,,,16.1,15.5365,11.2,8.2768,96.5,73.9,23.8133,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,61.6,10.1039/c5dt00801h
7,,CC(C)(C)NN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,14820,,,13.5,11.6505,39.5,38.71,86.3,98,50.3605,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,40.2,10.1039/c5dt00801h
8,,C1=CC=C(NN(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,1130,,,32.8,31.8816,13.4,8.9646,97.2,66.9,40.8462,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,33.9,10.1039/c5dt00801h
8,,C1=CC=C(NN(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,8880,,,13.6,11.016,30.8,29.568,81,96,40.584,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,43.2,10.1039/c5dt00801h
9,,C1=CC=C(P(C2=CC=CC=C2)N(C2=NC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,3600,,,3.1,2.9264,4.1,1.8163,94.4,44.3,4.7427,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,69.5,10.1039/c5dt00801h
9,,C1=CC=C(P(C2=CC=CC=C2)N(C2=NC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,5870,,,11.3,6.2376,10,8.75,55.2,87.5,14.9876,,60,50bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,62.2,10.1039/c5dt00801h
10,,C[Si](C)(C)OC1=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,-,,,Trace,,-,,Trace,-,0,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,50,AlEt3,70,30,-,10.1039/c5dt00801h
10,,C[Si](C)(C)OC1=C(N(P(C2=CC=CC=C2)C2=CC=CC=C2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,37810,,,23.5,9.118,55.1,52.0695,38.8,94.5,61.1875,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,50,MAO,500,30,4.2,10.1039/c5dt00801h
11,,C[SiH](C)OCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,-,,,Trace,,-,,Trace,-,0,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,50,AlEt3,70,30,-,10.1039/c5dt00801h
11,,C[SiH](C)OCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,40530,,,16.7,5.9118,52.8,50.5296,35.4,95.7,56.4414,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,50,MAO,500,30,11.8,10.1039/c5dt00801h
12,,O=C(OCCN(C(C1=CC=CC=C1)C1=CC=CC=C1)C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,-,,,Trace,,-,,Trace,-,0,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,50,AlEt3,70,30,-,10.1039/c5dt00801h
12,,O=C(OCCN(C(C1=CC=CC=C1)C1=CC=CC=C1)C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,11350,,,15,6.165,41.7,40.032,41.1,96,46.197,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,50,MAO,500,30,22.5,10.1039/c5dt00801h
13,,CC(C)N(CCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,4280,,,28.8,28.3968,1.7,1.2818,98.6,75.4,29.6786,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,63.3,10.1039/c5dt00801h
13,,CC(C)N(CCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,425020,,,10.5,5.9955,58,55.738,57.1,96.1,61.7335,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,15.7,10.1039/c5dt00801h
14,,OCCP(C1=CC=CC=C1)C1=CC=CC=C1,3200,,,5.1,4.9164,5.1,1.5453,96.4,30.3,6.4617,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,72.1,10.1039/c5dt00801h
14,,OCCP(C1=CC=CC=C1)C1=CC=CC=C1,46140,,,12.8,9.3696,55.2,53.9304,73.2,97.7,63.3,,50,45bar,10,Cr(AcAc)3,2,Cyclohexane,200,MAO,500,30,22.1,10.1039/c5dt00801h
15,,OC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,3280,,,38.3,37.8404,1.6,1.2048,98.8,75.3,39.0452,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,58.7,10.1039/c5dt00801h
,,OC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,3280,,,38.3,37.8404,1.6,1.2048,98.8,75.3,39.0452,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,200,AlEt3,70,30,58.7,10.1039/c5dt00801h
,,OC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,2040,,,76.2,75.2856,2.5,1.85,98.8,74,77.1356,,60,50bar,10,CrCl3(THF)3,2.2,Cyclohexane,200,AlEt3,70,30,18.9,10.1039/c5dt00801h
,,OC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,22310,,,-,,-,,-,-,0,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,100,10.1039/c5dt00801h
,,OC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,10190,,,-,,-,,-,-,0,,50,45bar,10,Cr(AcAc)3,2,Cyclohexane,200,MAO,500,30,100,10.1039/c5dt00801h
15,,OC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,22310,,,-,,-,,-,-,0,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,200,MAO,500,30,100,10.1039/c5dt00801h
15,,OC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,10190,,,-,,-,,-,-,0,,50,45bar,10,Cr(AcAc)3,2,Cyclohexane,200,MAO,500,30,100,10.1039/c5dt00801h
16,,OC1=C(P(CCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,910,,,17.7,17.6823,1,0.5,99.9,50,18.1823,,60,50bar,10,CrCl3(THF)3,1.75,Cyclohexane,50,AlEt3,70,30,76.2,10.1039/c5dt00801h
16,,OC1=C(P(CCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,1460,,,1.3,1.04,0.8,0.6888,80,86.1,1.7288,,50,45bar,10,Cr(AcAc)3,1,Cyclohexane,50,MAO,500,30,93.8,10.1039/c5dt00801h
1,,CC(C)N(CP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1,,2106,,88,86.24,4,3.24,98,81,89.48,,45,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
2,,CC(C)(C)N(CP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1,,527,,67,60.97,20,17,91,85,77.97,,45,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
3,,C1=CC=C(N(CP(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,2335,,90,88.2,4,3.48,98,87,91.68,,45,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
4,,CC(C)N(CP(C1CCCCC1)C1CCCCC1)CP(C1CCCCC1)C1CCCCC1,,4579,,97,92.15,1,0.99,95,99,93.14,,45,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
5,,CC(C)N(CP(C1CCCCC1)C1CCCCC1)CP(C1CCCCC1)C1CCCCC1,,4003,,90,82.8,2,1.98,92,99,84.78,,45,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
6,,C1=CC=C(N(CP(C2CCCCC2)C2CCCCC2)CP(C2CCCCC2)C2CCCCC2)C=C1,,5300,,99,96.03,1,0.99,97,99,97.02,,45,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
,,C1=CC=C(N(CP(C2CCCCC2)C2CCCCC2)CP(C2CCCCC2)C2CCCCC2)C=C1,,8535,,99,97.02,1,0.99,98,99,98.01,,70,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
,,C1=CC=C(N(CP(C2CCCCC2)C2CCCCC2)CP(C2CCCCC2)C2CCCCC2)C=C1,,4892,,98,96.04,1,0.99,98,99,97.03,,45,50bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
,,C1=CC=C(N(CP(C2CCCCC2)C2CCCCC2)CP(C2CCCCC2)C2CCCCC2)C=C1,,9783,,99,97.02,1,0.99,98,99,98.01,,70,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,600,30,,10.1002/chem.200900986
7,,CC(C)N(CPC(C)(C)C)CPC(C)(C)C,,5127,,78,77.22,21,20.58,99,98,97.8,,45,30bar,32,CrCl3(THF)3,1,toluene,80,MAO,300,30,,10.1002/chem.200900986
1,,C1=CC=C(P(C2=CC=CC=C2)N(C2CCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,33000,,,27.7,27.3953,50,49.35,98.9,98.7,76.7453,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,,10.1007/s00214-022-02887-5
2,,CCP(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,46000,,,37.6,36.5096,36,35.64,97.1,99,72.1496,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,,10.1007/s00214-022-02887-5
3,,CC(C)P(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,6000,,,65.2,64.0916,28.3,27.168,98.3,96,91.2596,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,,10.1007/s00214-022-02887-5
4,,CC(C)(C)P(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,3000,,,86.7,86.0931,-,,99.3,-,,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,,10.1007/s00214-022-02887-5
5,,CCP(C(C)C)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,1717000,,,17.4,17.052,72,70.992,98,98.6,88.044,,55,5MPa,0.4,CrCl3(THF)3,1,methylcyclohexane,200,MMAO-3A,700,30,,10.1007/s00214-022-02887-5
6,,CC(C)P(C(C)C)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,4490000,,,32.7,32.5692,51,50.745,99.6,99.5,83.3142,,55,5MPa,0.4,CrCl3(THF)3,1,methylcyclohexane,200,MMAO-3A,700,30,,10.1007/s00214-022-02887-5
7,,CC(C)(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,1000,,,50.6,49.588,-,,98,-,,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,,10.1007/s00214-022-02887-5
8,,CCP(C1=CC=CC=C1)N(C1CCCC1)P(CC)C1=CC=CC=C1,17000,,,57.5,56.9825,33,32.076,99.1,97.2,89.0585,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,,10.1007/s00214-022-02887-5
9,,CC(C)P(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C(C)C,14000,,,96.2,95.8152,-,,99.6,-,,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,,10.1007/s00214-022-02887-5
poss,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,434000,,18.6,5.6172,55.6,51.8192,30.2,93.2,57.4364,,45,30bar,0.5,CrCl3(THF)3,0.5,methylcyclohexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,1049000,,23.3,9.8326,63,60.165,42.2,95.5,69.9976,,45,30bar,0.5,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,995000,,21.3,7.2207,62,58.714,33.9,94.7,65.9347,,45,30bar,0.5,CrCl3(THF)3,1.5,methylcyclohexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,1250000,,21.2,8.374,64.6,62.5974,39.5,96.9,70.9714,,45,30bar,0.5,CrCl3(THF)3,1,n-pentane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,889000,,20.6,7.6014,64.5,61.92,36.9,96,69.5214,,45,30bar,0.5,CrCl3(THF)3,1,n-hexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,1021000,,21.7,8.0724,64.7,61.7238,37.2,95.4,69.7962,,45,30bar,0.5,CrCl3(THF)3,1,cyclohexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,869000,,20.8,7.7584,63.9,61.0884,37.3,95.6,68.8468,,45,30bar,0.5,CrCl3(THF)3,1,n-heptane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,997000,,24.8,11.7552,64.4,61.3732,47.4,95.3,73.1284,,60,30bar,0.5,CrCl3(THF)3,1.2,methylcyclohexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,1049000,,23.3,9.8326,63,60.165,42.2,95.5,69.9976,,45,30bar,0.5,CrCl3(THF)3,1.4,n-heptane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,997000,,24.8,11.7552,64.4,61.3732,47.4,95.3,73.1284,,60,30bar,0.5,CrCl3(THF)3,1.6,methylcyclohexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,865000,,26.1,14.2506,63.9,61.6635,54.6,96.5,75.9141,,80,30bar,0.5,CrCl3(THF)3,1.8,n-heptane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,632000,,30.7,19.6173,60,58.14,63.9,96.9,77.7573,,100,30bar,0.5,CrCl3(THF)3,0.2,methylcyclohexane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
,,CC(C)(C)[Si]12O[Si]3(CCCN(P(C4=CC=CC=C4)C4=CC=CC=C4)P(C4=CC=CC=C4)C4=CC=CC=C4)O[Si]4(C(C)(C)C)O[Si](C(C)(C)C)(O1)O[Si]1(C(C)(C)C)O[Si](C(C)(C)C)(O2)O[Si](C(C)(C)C)(O3)O[Si](C(C)(C)C)(O4)O1,,513000,,34.2,24.282,57.6,55.5264,71,96.4,79.8084,,120,30bar,0.5,CrCl3(THF)3,0.22,n-heptane,20,MMAO-3A,500,15,,10.1016/j.apcata.2018.04.030
